ID,Name,Grade,Grade text,Generation,Total
58983,محمد بن يحيى الصلحي,7,مجهول الحال,11,2
58984,محمد بن علي الإسفرائيني,7,مجهول الحال,16,3
58985,محمد بن عبد الله القاضي,7,مجهول الحال,14,1
58986,الفضل بن عمران الأعرج,7,مجهول الحال,11,1
58987,إبراهيم بن نصر الضبي,7,مجهول الحال,13,1
58988,سهل بن أحمد القطان,7,مجهول الحال,,1
58989,الحسين بن أحمد النيسابوري,7,مجهول الحال,12,2
58990,إبراهيم بن محمد الرباطي,7,مجهول الحال,11,1
58991,أحمد بن محمد الصيدلاني,7,مجهول الحال,11,2
58992,عمر بن أيوب الطائي,7,مجهول الحال,11,1
58993,عبد الله بن محمد المهرجاني,7,مجهول الحال,14,1
58994,مدرار بن آدم,7,مجهول الحال,11,1
58995,محمد بن أبي محمد المروزي,7,مجهول الحال,,1
58996,موسى بن أفلح البخاري,6,مقبول,12,5
58997,إبراهيم بن سليمان المؤدب,7,مجهول الحال,13,1
58998,محمد بن موسى الماليني,7,مجهول الحال,13,1
58999,حميد بن فروة الوراق,7,مجهول الحال,10,2
59000,محمد بن أحمد التنيسي,4,صدوق حسن الحديث,15,11
59001,عبد العزيز بن محمد العسقلاني,7,مجهول الحال,17,3
59002,محمد بن داود,7,مجهول الحال,15,3
59003,رواد بن إبراهيم,7,مجهول الحال,13,1
59005,أحمد بن محمد الكندي,7,مجهول الحال,13,3
59006,محمد بن عبد الله بن كثرويه,7,مجهول الحال,17,1
59007,منير بن أحمد المصري,3,ثقة,17,38
59008,عبد الرحمن بن محمد الأدفوي,7,مجهول الحال,17,19
59009,عبد الرحمن بن سلمويه الرازي,3,ثقة,14,2
59010,إسماعيل بن الخضر البغدادي,7,مجهول الحال,12,1
59011,هانئ بن عبد الله الطرسوسي,7,مجهول الحال,15,1
59012,أحمد بن عبد الرحمن التجيبي,7,مجهول الحال,16,2
59013,الحسن بن محمد الإسكندراني,7,مجهول الحال,17,5
59014,محمد بن علي البصري,7,مجهول الحال,15,1
59015,إبراهيم بن علي الغازي,7,مجهول الحال,17,17
59016,الحسن بن علي الأعسم,8,ضعيف الحديث,15,6
59017,محمد بن عبد الله المكي,7,مجهول الحال,15,6
59019,محمد بن إبراهيم البيكندي,7,مجهول الحال,17,3
59020,حريش بن محمد التنيسي,7,مجهول الحال,14,1
59021,مسعود بن سهل,7,مجهول الحال,11,2
59023,عبد الكريم بن أحمد الصواف,7,مجهول الحال,16,8
59024,غزوان بن القاسم المازني,4,صدوق حسن الحديث,16,2
59026,بكير بن أحمد الصوفي,7,مجهول الحال,15,6
59027,إسماعيل بن محمد بن عبدوس,7,مجهول الحال,17,1
59028,عبد الله بن محمد بن الطيب,7,مجهول الحال,15,2
59029,محمد بن صالح الأديب,7,مجهول الحال,16,3
59030,عمر بن أحمد الواسطي,7,مجهول الحال,16,15
59031,علي بن إبراهيم الحوفي,3,ثقة,17,17
59032,محمد بن أحمد الهروي,7,مجهول الحال,15,1
59033,محمد بن محمد الواقدي,7,مجهول الحال,11,5
59034,بكر بن أحمد الشافعي,7,مجهول الحال,14,2
59035,محمد بن يمان الصنعاني,7,مجهول الحال,9,1
59036,عبد المؤمن بن يحيى,7,انفرد بتوثيقه ابن حبان,6,1
59039,عمر بن عبد الله القزاز,7,مجهول الحال,14,1
59040,أبو علي بن أبي الكرم الكوفي,7,مجهول الحال,16,10
59041,أحمد بن الحصين الفسوي,7,مجهول الحال,15,1
59042,محمد بن عبد الله الأودي,7,مجهول الحال,7,2
59043,محمد بن علي الغازي,7,مجهول الحال,17,9
59044,طاهر بن داود,7,مجهول الحال,12,1
59045,عبد الله بن يوسف المقرئ,7,مجهول الحال,12,2
59046,العباس بن الحسن الهاشمي,7,مجهول الحال,15,2
59047,أحمد بن عيسى الأبلي,7,مجهول الحال,13,1
59048,علي بن أحمد الفسوي,7,مجهول الحال,15,1
59049,عبد الرحمن بن أحمد الأزدي,7,مجهول الحال,16,1
59050,أحمد بن محمد,7,مجهول الحال,15,1
59051,أحمد بن محمد النهاوندي,4,صدوق حسن الحديث,16,4
59052,عبيد الله بن المبارك الفارقي,7,مجهول الحال,14,2
59054,محمد بن عبد الله الزبيري,7,مجهول الحال,13,7
59055,محمد بن علي البلخي,7,مجهول الحال,15,1
59056,إسماعيل بن محمد الفراء,7,مجهول الحال,13,1
59057,أحمد بن محمد الهروي,10,متروك الحديث,12,1
59059,الحارث بن يحيى المزني,7,مجهول الحال,6,1
59060,يحيى بن بلال المزني,7,مجهول الحال,4,1
59061,مسور بن عبد الله القرشي,7,مجهول الحال,9,3
59062,أبو بكر بن عبد الله المخزومي,7,مجهول الحال,10,1
59064,هشام بن يحيى,7,مجهول الحال,11,1
59065,الليث مولى محمد بن عياض,8,ضعيف الحديث,3,1
59066,محمد بن حبيب السماك,8,ضعيف الحديث,12,2
59067,خبيب بن حبيب القرفساني,1,صحابي,1,1
59068,عبد الله بن خبيب القرفساني,7,مجهول الحال,3,1
59069,أحمد بن إبراهيم التميمي,4,صدوق حسن الحديث,16,8
59071,الحسن بن عمران الهروي,7,مجهول الحال,14,6
59072,عبد الرحمن بن الحارث الأسدي,7,مجهول الحال,14,1
59073,علي بن حمويه البخاري,7,مجهول الحال,14,1
59074,محمد بن عبد الله الدقاق,7,مجهول الحال,15,1
59075,عبد العزيز بن محمد الأزدي,7,مجهول الحال,10,3
59076,إبراهيم بن محبب العبدي,7,مجهول الحال,14,1
59077,محمد بن الحسن الضرير,7,مجهول الحال,15,2
59078,أحمد بن محمد البيكندي,7,مجهول الحال,15,2
59079,محمد بن إسماعيل السكري,7,مجهول الحال,15,1
59080,عاصم بن العباس الضبي,7,مجهول الحال,14,1
59081,عمرو بن الطفيل المازني,7,مجهول الحال,5,1
59082,فضل بن علي الإسفرائيني,7,مجهول الحال,17,4
59083,محمد بن عبد الله بن أبي طلحة,7,مجهول الحال,6,1
59084,يعقوب بن يوسف الشيباني,7,مجهول الحال,12,1
59085,الصهباء بنت كريم,7,مجهول الحال,4,2
59086,دلال بنت أبي المدل,7,مجهول الحال,7,3
59087,عبد الله بن الفضل بن داخرة,7,مجهول الحال,12,1
59088,عمر بن الخطاب السدوسي,7,مجهول الحال,15,7
59089,الفضل بن جعفر العطار,7,مجهول الحال,12,1
59092,خشنام بن سعيد الجلاب,7,مجهول الحال,11,1
59100,الحسين بن مأمون البرذعي,3,ثقة,11,6
59101,بشر بن عمرو الكابلي,7,مجهول الحال,9,4
59102,عمرو بن سام بن عقيل,7,مجهول الحال,8,3
59103,أعين بن لبطة,7,مجهول الحال,7,1
59104,أحمد بن بكير بن يحيى,7,مجهول الحال,13,2
59105,عنبسة بن عمرو,7,مجهول الحال,9,3
59106,أيوب بن شعيب القزاز,7,مجهول الحال,7,1
59108,إبراهيم بن حبان العنزي,7,مجهول الحال,10,3
59109,زيد بن حيان الأزدي,7,مجهول الحال,11,2
59110,شعيب بن محمد الهمداني,7,مجهول الحال,9,2
59112,محمد بن حيان الكوفي,7,مجهول الحال,7,1
59113,جعفر بن حبان الرازي,7,مجهول الحال,12,1
59114,الحسين بن علي الحنيفي,7,مجهول الحال,18,1
59115,عبد الله بن محمد الشاهد,7,مجهول الحال,16,11
59121,عبيد بن حمدون الرؤاسي,7,مجهول الحال,12,2
59122,الحسن بن ظريف بن ناصح,7,مجهول الحال,10,2
59124,محمد بن ظريف بن ناصح,7,مجهول الحال,10,2
59125,محمد بن بور المروزي,8,ضعيف,10,2
59126,محمد بن خباب,7,مجهول الحال,12,1
59127,محمد بن علي اللخمي,7,مجهول الحال,10,1
59128,محمد بن منصور الحارثي,7,مجهول الحال,10,2
59129,عيسى بن غسان البصري,7,مجهول الحال,17,3
59130,يوسف بن يعقوب الهجري,7,مجهول الحال,14,1
59131,وهب بن منصور الوراق,7,مجهول الحال,10,2
59132,الحسين محمد الأزدي,7,مجهول الحال,12,33
59133,محمد بن علي الأزدي,7,مجهول الحال,10,1
59134,إسماعيل بن أبي خالد,7,مجهول الحال,8,4
59135,محمد بن مهاجر الأزدي,7,مجهول الحال,7,2
59136,محمد بن خمير الأزدي,7,مجهول الحال,4,1
59137,محمد بن محرز بن حازم,7,مجهول الحال,12,1
59138,محرز بن حازم,7,مجهول الحال,11,1
59140,محمد بن أحمد البخاري,7,مجهول الحال,13,4
59141,محمد بن حازم البيكندي,7,مجهول الحال,10,2
59142,عبد الله بن محمد الحمصي,7,مجهول الحال,13,2
59143,محمد بن حازم المروزي,7,مجهول الحال,11,1
59144,محمد بن أحمد الذهبي,7,مجهول الحال,11,1
59145,محمد بن سلمان السمرقندي,7,مجهول الحال,13,1
59146,عبد الجبار بن الحسين الأصبهاني,7,مجهول الحال,17,1
59147,أحمد بن محمد الأصبهاني,7,مجهول الحال,17,2
59148,محمد بن إدريس الموصلي,7,مجهول الحال,17,5
59149,محمد بن المظفر الطوسي,7,مجهول الحال,15,2
59150,محمد بن زريق الموصلي,7,مجهول الحال,7,2
59151,يوسف بن المبارك الفلاس,7,مجهول الحال,9,1
59152,حميد الطويل,9,مجهول,4,2
59154,أحمد بن عبد الله الأصبهاني,7,مجهول الحال,17,2
59155,محمد بن عمرو الجعفي,7,مجهول الحال,12,1
59156,عمرو بن مجزأة,7,مجهول الحال,10,1
59158,محمد بن عمرو بن بشر,7,مجهول الحال,12,4
59159,عبد الله بن عمرو المروزي,7,مجهول الحال,12,3
59160,عمرو بن بشر بن مصعب,7,مجهول الحال,10,4
59161,الحسن بن عمرطة,7,مجهول الحال,7,2
59162,الجراح بن موسى الكوفي,9,مجهول,7,1
59164,شجاع بن جون الغفاري,7,مجهول الحال,3,1
59165,خليد بن جون الغفاري,7,مجهول الحال,3,1
59166,عبد الرحمن بن يحيى الحراني,7,مجهول الحال,10,1
59167,حميد بن عبد الحميد البجلي,7,مجهول الحال,7,1
59168,علي بن يزيد الصفار,7,مجهول الحال,10,2
59170,معاوية بن عدي بن حاتم,7,مجهول الحال,3,1
59172,إسحاق بن بريد الكوفي,7,مجهول الحال,11,2
59173,أحمد بن ساكن,9,مجهول,8,1
59174,ساكن,9,مجهول,6,1
59175,محمد بن الحسين البعقوبي,7,مجهول الحال,18,1
59177,أحمد بن سيار القرشي,7,مجهول الحال,11,1
59180,عبد الله بن سنان المروزي,7,مجهول الحال,8,2
59182,أحمد بن عبد الله الدينوري,7,مجهول الحال,18,2
59183,نشيرة بن سليمان,6,مقبول,10,1
59184,يزيد بن سيار,9,مجهول,8,1
59185,محمد بن سنان المروزي,7,مجهول الحال,6,1
59186,محمد بن سيار اليمامي,7,مجهول الحال,7,1
59187,محمد بن سيار الهروي,7,مجهول الحال,12,1
59188,محمد بن سيار المؤدب,7,مجهول الحال,13,1
59192,محمد بن محمود الكندي,7,مجهول الحال,13,2
59193,محمد بن عبيس الناشري,7,مجهول الحال,11,4
59194,الحسن بن علي التيمي,4,صدوق حسن الحديث,9,1
59195,سفيان بن مالك,6,مقبول,6,1
59196,محمد بن جناب الجنبي,7,مجهول الحال,11,2
59197,محمد بن العباس البردعي,7,مجهول الحال,13,1
59198,أحمد بن عياش القرقساني,7,مجهول الحال,,1
59199,محمد بن الصباح الفزاري,7,مجهول الحال,10,1
59200,الوليد بن عمران,7,مجهول الحال,6,1
59201,خالد بن حزم,7,مجهول الحال,3,1
59202,محمد بن علي المعدل,4,صدوق حسن الحديث,14,2
59203,عثمان بن جعفر,7,مجهول الحال,7,1
59204,أحمد بن إبراهيم الشذوري,7,مجهول الحال,11,5
